"","county","beta","var(lnpolice)","coef"
"1",1,-1.01982434447235,0.00100021555656548,-0.000157029105541734
"2",3,0.487670695818888,0.00638131906845003,0.000479069251083394
"3",5,0.508708020633662,0.0380569364990173,0.00298032473845989
"4",7,2.06053295568746,0.0013495698309877,0.000428091005620979
"5",9,2.51266450083326,0.00451806645218139,0.00174762518776459
"6",11,-0.384240907373257,0.0723888461534768,-0.00428189911233876
"7",13,0.497277293017267,0.00497670336224993,0.000380979459205787
"8",15,0.682461567492466,0.00415667477393202,0.000436702242618283
"9",17,-1.00301827707011,0.00172264565061856,-0.000265990408142739
"10",19,-0.0660809015377886,0.00379996967101414,-3.8656031528681e-05
"11",21,1.4431834676925,0.00181853689543589,0.000404021836970544
"12",23,0.255709566127079,0.000623606424131226,2.45481479937031e-05
"13",25,-0.524293919035043,0.00615603058493737,-0.000496863125040637
"14",27,-2.01350749952359,0.000515384317601447,-0.000159751751363872
"15",33,-0.0280664744386961,0.0197770934823677,-8.54498895532319e-05
"16",35,-0.366986421068412,0.00214961463795286,-0.00012144280312521
"17",37,0.56105962556322,0.00462115107495178,0.000399135504329612
"18",39,0.920525871573265,0.00492949712434849,0.000698553694052995
"19",41,1.00430028480115,0.00341394553746405,0.0005278145420145
"20",45,0.97328251926387,0.000531986742923133,7.97078161024145e-05
"21",47,-0.090240122050031,0.0243902412343383,-0.000338826170146609
"22",49,-0.447790612248586,0.00806517065542981,-0.000555967907043661
"23",51,1.24354884189042,0.0112288334817636,0.00214960501159421
"24",53,-1.0629390976214,0.00853076464627953,-0.0013959103241779
"25",55,1.92238700827897,0.0129893833114433,0.00384406331885388
"26",57,1.86311318176874,0.00036892495991413,0.000105812860323857
"27",59,1.01870976662438,0.00900588712105283,0.00141233638014024
"28",61,-0.991321469275302,0.00478586936474996,-0.000730359241417745
"29",63,-0.0271290623937496,0.00438593087959643,-1.83171433637283e-05
"30",65,0.00612910165755617,0.124445447187229,0.000117418631480769
"31",67,-0.187166399553466,0.00445094077498912,-0.000128245128972983
"32",69,-0.617188499221992,0.00133224352289506,-0.000126579279493149
"33",71,-0.121347978710905,0.00197433259718526,-3.68819640127754e-05
"34",77,1.47307557774758,0.00240600277681681,0.0005456100114766
"35",79,0.512852517073969,0.0125877780791641,0.000993808589824844
"36",81,-0.455630559499641,0.00225948906071001,-0.000158483577078172
"37",83,-0.0592469718394145,0.00291661907392284,-2.66015563871019e-05
"38",85,0.410395015021527,0.000581507135989124,3.67382362377971e-05
"39",87,-0.665640182578868,0.00508172555804603,-0.000520729180309545
"40",89,-0.123552013801254,0.0131155554910536,-0.000249458148566722
"41",91,1.43784308036721,0.00283092800835523,0.000626616020254406
"42",93,1.43409986230095,0.00241765868014183,0.000533747137922663
"43",97,1.67720694929298,0.000507960545129598,0.000131152873682295
"44",99,-0.259078140508512,0.0335636290313102,-0.0013386309461191
"45",101,1.84359964305679,0.00321569199505099,0.000912645752602555
"46",105,0.214193074310821,0.0012978996633029,4.27964476053985e-05
"47",107,1.16300795214417,0.00056633005347283,0.000101394283417754
"48",109,0.707906807760056,0.00326564401733603,0.000355882069296652
"49",111,0.052667367607816,0.016874456701154,0.000136814645106712
"50",113,0.464839007020672,0.00425201182094627,0.000304269348839175
"51",115,-0.627811072154919,0.0729138368634873,-0.00704693231211906
"52",117,0.51792008438678,0.119722542594932,0.00954552592353028
"53",119,0.348909775603074,0.00731306763296267,0.000392802193612436
"54",123,-0.475676512821272,0.00623031834257268,-0.000456229247261749
"55",125,-1.6622130132396,0.00351632425178563,-0.000899780902180546
"56",127,-0.817760507449963,0.118112874744438,-0.0148690954747169
"57",129,-0.00930941369498152,0.0104416839379025,-1.49642188271549e-05
"58",131,0.579084056845548,0.0385860718245762,0.00343980127921597
"59",133,1.21507533374407,0.0162356883436457,0.00303693214078535
"60",135,0.0765485950502403,0.00927591998981283,0.000109308867600083
"61",137,0.327888206379173,0.0173690303690711,0.000876723298012788
"62",139,-0.568096649277364,0.0187670566677493,-0.00164126825729081
"63",141,0.355005515200662,2.92693634601848,0.159959322051019
"64",143,1.0429681978252,0.0081970523365596,0.00131610321843383
"65",145,-0.835692376752921,0.00105098771931418,-0.000135208893576801
"66",147,-0.165139434839895,0.0160928698150244,-0.000409115062235411
"67",149,0.235957647566618,0.391330170862884,0.0142147284404953
"68",151,0.189926216479146,0.0264503373168628,0.000773352170377146
"69",153,-1.32230557470344,0.00255809090213872,-0.000520725659965326
"70",155,-2.10776586774554,0.00374430463818412,-0.00121493969123842
"71",157,-2.5865631079448,0.000935684882798731,-0.000372575136257771
"72",159,0.0856038316978643,0.00421905360816969,5.55993129797634e-05
"73",161,-0.442357078153611,0.00354191119651573,-0.000241196958000065
"74",163,1.03121557663064,0.000600765078193685,9.53707770619126e-05
"75",165,-0.122108913890331,0.00343235146024632,-6.45208822230542e-05
"76",167,-0.633679042316314,0.00162113869636674,-0.00015814326227604
"77",169,-0.0847646337637777,0.0218483455590407,-0.000285098165691876
"78",171,1.07239772653072,0.00235189452790846,0.000388270954457663
"79",173,0.621922726521646,0.0948187191043287,0.00907803156509192
"80",175,0.238516399645401,0.290386169703381,0.0106624093148435
"81",179,0.299327956813156,0.000512816657073061,2.36303732532908e-05
"82",181,0.895958436875297,0.00210073835780479,0.000289748372899046
"83",183,-0.838199589677444,0.00252575495948717,-0.00032591161277754
"84",185,0.205473009786678,1.47463497187049,0.046644505025755
"85",187,0.635430730006703,0.0133783043325994,0.00130867095022449
"86",189,-0.125693010950347,0.0104377020676609,-0.000201965506533297
"87",191,0.05825466979453,0.00106607287305104,9.56046056632522e-06
"88",193,0.296866888088317,0.0106012679472358,0.000484485460701819
"89",195,-0.831897848067243,0.22071825382541,-0.0282663303043094
"90",197,-0.931539498816989,0.0147332634613208,-0.00211281468374229
